,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount
62644,65-74,Inflammation of the Sac Surrounding the Joint - Bursitis,6/22/2014,naproxen,5173,4,4,"I was unaware of the possible problem with fluid retention.  I took Naproxen several days.....have had episode of arrthmias from yesterday to this evening.  I have had arrthmias and am on toperolxl00am and 50 mg. pm also flecanide 150 am/pm  potassium 10mg am/pm armour thyroid 90 mg am....on/off triamt/hctz 37.5-25apo  MY QUESTION....I recall at least 2
occasions where I feel I had arrthmyias  within a day of taking Naproxen.  I was also holding fluid. I read on the site not to take Naproxen with fluid retention.  I had not taken my water pill, just tried to take it occasionally.  previous episode in the winter, I also was taking Naproxen not realizing it could cause a problem for me.  I don't plan to take any again!   I suspect it could have triggered my already pre disposed arrthmias.....I just want to avoid all I can!
Don't want to cause a problem for company, just want to know if this is a possible reason for my arrthmyia...want to avoid every possible trigger I can!  I am 65 and appreciate any info you can give.  Thank You",1, ,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62650,65-74,Rheumatoid Arthritis,6/22/2014,naproxen,5173,4,4,"Finger joints are severely sore and misshaped.
Severe pain to use.  Naproxam reduces the swelling and reduces the pain.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62656,75 or over,Other,6/14/2014,naproxen,5173,1,1,Elevated blood pressure with use of naproxen,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62662,45-54,Pain,5/18/2014,naproxen,5173,4,3, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",7
62668,65-74,Inflammation of the Sac Surrounding the Joint - Bursitis,5/8/2014,naproxen,5173,3,5,Terrible pain after 3 days in esophagus spasms lasting 15 min .  And for 12 hours later still pain every 15 or 20 min.Had dark stools and constipated. Had to quit using them . ,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62674,65-74,Joint Damage causing Pain and Loss of Function,5/5/2014,naproxen,5173,5,5,I had been taking another arthritis medicine but it hadn't been working for several years. Naproxen has been great.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62680,65-74,"Disorder characterized by Stiff, Tender & Painful Muscles",5/1/2014,naproxen,5173,1,1,Now that I have read about naproxen I am not going to take it .I have too many of the cautions listed..It  was for pain from rear auto collision..I will check with my doctor rite away..,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62686,55-64,Other,4/29/2014,naproxen,5173,4,4,But using this drug for 19 years for osteoarthritis has caused me ringing in the ears.,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62692,45-54,Inflammation of the Lining of a Joint,4/28/2014,naproxen,5173,3,1,"I have mild arthritis in my knees and was prescribed Naproxen for the condition. I also have bi-polar disorder. The drug caused vertigo, swelling of feet and ankles, hyper manic state, headaches and extreme irritability. I ceased taking the drug after 3 weeks and all had returned to normal for the most part. I would suggest some over the counter pain relief like Advil which I have returned to using.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62702,65-74,Joint Damage causing Pain and Loss of Function,4/8/2014,naproxen,5173,4,4,soothes pain ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62714,55-64,Inflammation of the Sac Surrounding the Joint - Bursitis,4/1/2014,naproxen,5173,5,4, ,4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62726,55-64,Joint Damage causing Pain and Loss of Function,3/17/2014,naproxen,5173,3,3, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62734,45-54,Inflammation of the Tendon,3/17/2014,naproxen,5173,3,4, ,3,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62752,45-54,Inflammation of the Lining of a Joint,3/6/2014,naproxen,5173,4,1,500mg twice daily for osteoarthritis.  Joint swelling and pain.  Helps very little and arthritis seems worse. Gives me terrible heartburn.  Ibuprofen makes me feel better.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",1
62763,75 or over,Inflammation of the Sac Surrounding the Joint - Bursitis,3/5/2014,naproxen,5173,4,1,Poor pain relief.Other pain at night in shins and knees.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62774,65-74,Rheumatic Disease causing Pain & Stiffness in Backbone,2/25/2014,naproxen,5173,4,4,"This medicine is the best  I,have ever taken for athritis.It gets rid of the pain and the sore Joints and I have been able to do some work and take care my self much better.",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62785,25-34,Pain,2/25/2014,naproxen,5173,1,5,"I am a 28 year old woman.  I have Ankylosing Spondylitis.  (Arthritis)...  My doc is about tostart me on Infusions, but until then he decided to have me take Naproxen 500 with Tramodol..  I've been taking the Tramodol for almost a year now.  When I started the Naproxen with it, SO MUCH of my pain and stiffness were gone!  I thought I'd found a miracle...  but 3 days in and my stomach was all messed up!  I couldn't use the bathroom, nauseated and gagging constantly.  Very miserable experience.  Apparently this medication can cause stomach problems!  I'll NEVER take this drug again, it was so bad! Remember, everyone is different, good luck & God Bless!",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",33
62796,45-54,Pain,2/20/2014,naproxen,5173,1,1,"I just had a hysterectomy and a large tumor taken off my intestine along with 10""  of intestine and was prescribed this drug. Did not take it till a week or so after release from hospital for incision site burning sensation. Incision-pain did not cease and all Naproxin gave me was NEW symptoms exhaustion, muscle weakness, tremors in my abdomen when trying to sit up and debiltationg new back pain reminiscent of same back pain I experienced 20 years ago when I had pre-eclampsia toxemia.Numbness and tingling in fingers, hard to concentrate, dry mouth, constipation, dark stools, headache.I just threw these pills out and going to drink  plenty of water and you watch. In 3 days' time, I bet all those Naproxin-related pains will vanish. I took this to solve one symptom and wound up with like 10 new ones and original symptom not helped at ALL. Drug causes pain, does not alleviate it. In me anyhow. Drug should not be on market.",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",19
62806,55-64,Pain,2/18/2014,naproxen,5173,4,2,Developed a severe case of vertigo while taking.  Vertigo went away after stopping use.  Back to my favorite Advil.,1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",12
62817,45-54,Migraine Headache,2/17/2014,naproxen,5173,3,3, ,3,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62823,65-74,Fever,2/9/2014,naproxen,5173,5,5, ,5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62835,35-44,Pain,2/2/2014,naproxen,5173,5,5,"Degenerated disk in my back causing me considerable pain continuously led to me taking 500mg morning and night. 
It seems to be a side effect free and very effective pain killer for me.
I am now continuously cloudy headed, but I confidence this started at the same time as taking this. No one else seems to of mentioned this so I imagine it is unrelated.
Been taking it for 18 months+",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",22
62845,35-44,Rheumatoid Arthritis,2/1/2014,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62855,55-64,Pain,1/31/2014,naproxen,5173,4,4,"took narcotic pain pills for years...hardest to wean myself off of, too. But still need help with Chronic pain.  500 mgs. twice per day is a concern, but it does take the unbearable edge off of the pain issues, so I can function throughout my day. Much more ""clarity"" of mind, as well!
",4,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",18
62866,25-34,Joint Inflammatory Disease in Children and Young Adults,1/26/2014,naproxen,5173,5,5,I stopped taking this for a month and I could tell a big difference without it. I asked my doctor if I could have it back. I can't get through one day without it.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62876,55-64,Joint Damage causing Pain and Loss of Function,1/13/2014,naproxen,5173,4,3,developed strange head pain muscle weakness on rights eye severe cramp in legs dry mouth with sore teeth which dentist says is not dental but will have to send me to dental hospital possible dry mouth or blocked salivary duct. I also have slight difficulty in swallowing,2,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62887,25-34,Pain,1/6/2014,naproxen,5173,5,5, ,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",4
62898,55-64,Joint Damage causing Pain and Loss of Function,12/22/2013,naproxen,5173,1,2,"WISH THAT THIS WAS A CAPSUAL INSTEAD OF LARGE TABLET.
SINCE STARTING THIS OCT TILL PRESENT 500 TWICE DAILY IT HAS ONLY SLIGHTLY EASED PAIN",1,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62904,35-44,Pain,12/5/2013,naproxen,5173,2,2,Honestly its garbage I'm switching back to vicoprofen hydrocodones ASAP  NSAIDS ARE STUPID KILL YOU AND MILDLY EFFECTIVE AT THE LEAST,1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",17
62910,45-54,Inflammation of the Tendon,11/25/2013,naproxen,5173,5,4,I have pain in my foot. Very hard to walk or stand. Started taking 500 mg and most of the pain is gone.,5,Female,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62916,55-64,Rheumatoid Arthritis,11/19/2013,naproxen,5173,3,3,"started with hearing loss, dizziness, loss of vision, headaches, neck pain",1,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",0
62922,65-74,Pain,11/1/2013,naproxen,5173,5,5,"Noted side effects after 3 or more years of use for post surgical disc repair with great results.  1. decreased blood platelets not severe  2. boarderline elevated blood glucose with Hemogloblin A-1C elevations. 3. additional use of licinopril adding concerns for false elevation of blood glucose levels 4. less use of Rx's and weight loss have noted a decreased in negative side effects (lab)5. wt.watchers dieting program and exercise of walking has added to wt loss thus far (still not at target goal for age,etc)
Summary: It appears that my personal situation with use of Rx's for pain and hypertension have temporary lab abnormalities.........wt. loss is of great value to resolution of self-inflicted hypertension and my type 2 diabetic state.
Pain relief has been accomplished with this RX Naproxen.  My prior experience with daily use of ASA 81mg presented a greater occurance of GI side effects (neg) with liver function envolvement and other lesser but noted side effects. I have a great team of MD/NP manageing my health at Sentara Hospital Systems in the Tidewater Virginia Beach,VA. area.",5,Male,"Upset stomach ,  nausea ,  heartburn ,  headache , drowsiness, or  dizziness  may occur.",15
